organism,seedid,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,phenotype,imgid,ncbiid,platform,species,file,taxa_id,id,summary_rank,kbaseid
Aspergillus leporis,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_CBS_151.66_GCA_009176345.1,,,,,,,,,,,,41062,,,Aspergillus_leporis_CBS_151.66_GCA_009176345.1.json,,,,
Penicillium arizonense,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_gca_001773325.ASM177332v1,,,,,,,,,,,,1835702,,,Penicillium_arizonense_gca_001773325.ASM177332v1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm682_gca_000976275.Sc_YJM682_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm682_gca_000976275.Sc_YJM682_v1.json,,,,
Hanseniaspora osmophila,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora_gca_001747045.ASM174704v1,,,,,,,,,,,,56408,,,Hanseniaspora_osmophila_gca_001747045.ASM174704v1.json,,,,
Penicillium digitatum,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_phi26_gca_000315665.PdigPHI26_v1,,,,,,,,,,,,36651,,,Penicillium_digitatum_phi26_gca_000315665.PdigPHI26_v1.json,,,,
Aspergillus niger,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_CBS_513.88_GCF_000002855.3,,,,,,,,,,,,5061,,,Aspergillus_niger_CBS_513.88_GCF_000002855.3.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm981_gca_000976515.Sc_YJM981_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm981_gca_000976515.Sc_YJM981_v1.json,,,,
Aspergillus phoenicis,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_ATCC_13157_GCA_003344505.1,,,,,,,,,,,,5063,,,Aspergillus_phoenicis_ATCC_13157_GCA_003344505.1.json,,,,
Aspergillus thermomutatus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_gca_002237265.ASM223726v1,,,,,,,,,,,,41047,,,Aspergillus_thermomutatus_gca_002237265.ASM223726v1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1574_gca_000978285.Sc_YJM1574_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1574_gca_000978285.Sc_YJM1574_v1.json,,,,
Monascus purpureus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Monascus_GCA_006542485.1,,,,,,,,,,,,5098,,,Monascus_purpureus_GCA_006542485.1.json,,,,
Clavispora lusitaniae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora_ATCC_42720_GCF_000003835.1,,,,,,,,,,,,36911,,,Clavispora_lusitaniae_ATCC_42720_GCF_000003835.1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1385_gca_000977415.Sc_YJM1385_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1385_gca_000977415.Sc_YJM1385_v1.json,,,,
Fusarium mangiferae,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_gca_900044065.Genome_assembly_version_1,,,,,,,,,,,,192010,,,Fusarium_mangiferae_gca_900044065.Genome_assembly_version_1.json,,,,
Rhizopus microsporus,,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus_var_microsporus_gca_002083745.Rhimi_ATCC52814_1,,,,,,,,,,,,58291,,,Rhizopus_microsporus_var_microsporus_gca_002083745.Rhimi_ATCC52814_1.json,,,,
Aspergillus pseudotamarii,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_CBS_117625_GCA_009193445.1,,,,,,,,,,,,132259,,,Aspergillus_pseudotamarii_CBS_117625_GCA_009193445.1.json,,,,
Aspergillus ellipticus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_cbs_707_79_gca_003184645.Aspell1,,,,,,,,,,,,41066,,,Aspergillus_ellipticus_cbs_707_79_gca_003184645.Aspell1.json,,,,
Penicillium decumbens,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_gca_002072245.ASM207224v1,,,,,,,,,,,,69771,,,Penicillium_decumbens_gca_002072245.ASM207224v1.json,,,,
Malassezia restricta,,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia_KCTC_27527_GCF_003290485.1,,,,,,,,,,,,76775,,,Malassezia_restricta_KCTC_27527_GCF_003290485.1.json,,,,
Purpureocillium lilacinum,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium_gca_001653205.ASM165320v1,,,,,,,,,,,,33203,,,Purpureocillium_lilacinum_gca_001653205.ASM165320v1.json,,,,
Alternaria tenuissima,,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_FERA_648_GCA_004154765.1,,,,,,,,,,,,119927,,,Alternaria_tenuissima_FERA_648_GCA_004154765.1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1304_gca_000977025.Sc_YJM1304_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1304_gca_000977025.Sc_YJM1304_v1.json,,,,
Aspergillus violaceofuscus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_cbs_115571_gca_003184705.Aspvio1,,,,,,,,,,,,657443,,,Aspergillus_violaceofuscus_cbs_115571_gca_003184705.Aspvio1.json,,,,
Penicillium vulpinum,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_gca_002072255.ASM207225v1,,,,,,,,,,,,29845,,,Penicillium_vulpinum_gca_002072255.ASM207225v1.json,,,,
Aspergillus sclerotiicarbonarius,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_cbs_121057_gca_003184635.Aspscle1,,,,,,,,,,,,487660,,,Aspergillus_sclerotiicarbonarius_cbs_121057_gca_003184635.Aspscle1.json,,,,
Aspergillus bombycis,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_NRRL_26010_GCF_001792695.1,,,,,,,,,,,,109264,,,Aspergillus_bombycis_NRRL_26010_GCF_001792695.1.json,,,,
Aspergillus saccharolyticus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_JOP_1030,,,,,,,,,,,,979771,,,Aspergillus_saccharolyticus_JOP_1030.json,,,,
Aspergillus ibericus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_CBS_121593_GCF_003184845.1,,,,,,,,,,,,301854,,,Aspergillus_ibericus_CBS_121593_GCF_003184845.1.json,,,,
Clavispora lusitaniae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora_P3_GCA_009498095.1,,,,,,,,,,,,36911,,,Clavispora_lusitaniae_P3_GCA_009498095.1.json,,,,
Penicillium nordicum,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_gca_001278595.ASM127859v1,,,,,,,,,,,,229535,,,Penicillium_nordicum_gca_001278595.ASM127859v1.json,,,,
Colletotrichum orchidophilum,,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum_IMI_309357_GCF_001831195.1,,,,,,,,,,,,1209926,,,Colletotrichum_orchidophilum_IMI_309357_GCF_001831195.1.json,,,,
Aspergillus parasiticus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_CBS_117618_GCA_009176385.1,,,,,,,,,,,,5067,,,Aspergillus_parasiticus_CBS_117618_GCA_009176385.1.json,,,,
Trichoderma arundinaceum,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma_IBT_40837_GCA_003012105.1,,,,,,,,,,,,490622,,,Trichoderma_arundinaceum_IBT_40837_GCA_003012105.1.json,,,,
Clavispora lusitaniae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora_P1_GCA_009498055.1,,,,,,,,,,,,36911,,,Clavispora_lusitaniae_P1_GCA_009498055.1.json,,,,
Alternaria tenuissima,,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_FERA_1166_GCA_004156035.1,,,,,,,,,,,,119927,,,Alternaria_tenuissima_FERA_1166_GCA_004156035.1.json,,,,
Aureobasidium namibiae,,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium_CBS_147.97_GCF_000721765.1,,,,,,,,,,,,559561,,,Aureobasidium_namibiae_CBS_147.97_GCF_000721765.1.json,,,,
Trichosporon asahii,,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon_var._asahii_CBS_2479_GCF_000293215.1,,,,,,,,,,,,82508,,,Trichosporon_asahii_var._asahii_CBS_2479_GCF_000293215.1.json,,,,
Candida parapsilosis,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida_gca_000182765.ASM18276v2,,,,,,,,,,,,5480,,,Candida_parapsilosis_gca_000182765.ASM18276v2.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1129_gca_000975705.Sc_YJM1129_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1129_gca_000975705.Sc_YJM1129_v1.json,,,,
Aspergillus udagawae,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_gca_001078395.Aud_assembly01,,,,,,,,,,,,91492,,,Aspergillus_udagawae_gca_001078395.Aud_assembly01.json,,,,
Aspergillus fumigatus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_Af293_GCF_000002655.1,,,,,,,,,,,,746128,,,Aspergillus_fumigatus_Af293_GCF_000002655.1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1342_gca_000977265.Sc_YJM1342_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1342_gca_000977265.Sc_YJM1342_v1.json,,,,
Epicoccum nigrum,,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum_gca_002116315.ASM211631v1,,,,,,,,,,,,105696,,,Epicoccum_nigrum_gca_002116315.ASM211631v1.json,,,,
Aspergillus niger,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_gca_900248155.Aniger_ATCC_64974_N402,,,,,,,,,,,,5061,,,Aspergillus_niger_gca_900248155.Aniger_ATCC_64974_N402.json,,,,
Candida albicans,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida_p76067_gca_000784495.Cand_albi_P76067_V1,,,,,,,,,,,,5476,,,Candida_albicans_p76067_gca_000784495.Cand_albi_P76067_V1.json,,,,
Alternaria alternata,,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_SRC1lrK2f_GCF_001642055.1,,,,,,,,,,,,5599,,,Alternaria_alternata_SRC1lrK2f_GCF_001642055.1.json,,,,
Aspergillus luchuensis,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_cbs_106_47_gca_001890685.Aspfo1,,,,,,,,,,,,1069201,,,Aspergillus_luchuensis_cbs_106_47_gca_001890685.Aspfo1.json,,,,
Aspergillus carbonarius,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_item_5010_gca_001990825.Aspca3,,,,,,,,,,,,40993,,,Aspergillus_carbonarius_item_5010_gca_001990825.Aspca3.json,,,,
Colletotrichum tofieldiae,,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum_gca_001625265.Ct0861v1,,,,,,,,,,,,708197,,,Colletotrichum_tofieldiae_gca_001625265.Ct0861v1.json,,,,
Penicillium digitatum,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_Pd1_GCF_000315645.1,,,,,,,,,,,,36651,,,Penicillium_digitatum_Pd1_GCF_000315645.1.json,,,,
APEC,,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,APEC,,,,,,,,,,,,1,,,iAPECO1_1312.json,,,,
